,BugId,Project,FixHashId,BUG,BIC,Comments
944,1287944,cinder,48955e56b886c0da51c1555aca62e099761ad99b,1,1,Many bugs in 1 commit
945,1287945,nova,bb83f1a743150779e190705d2875a2319720c60c,1,1,
946,1288178,nova,a88d9d5936aabc52046ed3ae566741422bfaed78,0,0,Rewrite nova policy
947,1288188,neutron,6206d555c3cd129a9ea83174ee786e1e15a4c48c,1,1,Fix usage of save_and_reraise_exception
948,1288281,nova,b69584a523f41f8171805e22ac6a0b29172e832e,0,0,This can mislead…
949,1288283,cinder,b2447503b0ba98e644439d31435d47435c46cd69,1,1,Fix the incorrect behavior
950,1288296,nova,2b2decfd1b5b0d68813bc7e5b5e4349a1ab592aa,1,1,Conflict. Not allow duplicates names.
951,1288337,glance,4da02aeabc9bb072bd33b21a1c8fb6e10cc4e262,0,0,remove code
952,1288358,neutron,466e89970f11918a809aafe8a048d138d4664299,1,0,Architecture/db specific
953,1288379,neutron,2648aa3561d23e1215e0cc6f446253e5df56c8f6,1,1,deadlock
954,1288392,nova,c47900064f2f3b4384cfa3fd6fe21f452514fa36,1,1,Bug. Remove some callls
955,1288407,neutron,f83b2ef4fc042d8559b1f75dbe949460f2843c7e,1,1,
956,1288420,neutron,c9226a858201a6c3691390259b46a643e8dc8b2f,0,0, IBM Plugin need db migration
957,1288441,neutron,1959092bca5646306cfec5303f43627e78f6e2d4,0,0,tests
958,1288463,nova,fa73a5d037471dbec11893ad83bd93276968b9af,1,1,Security bug
959,1288492,neutron,7f6a6cdfc95610cea0a6e4bb01e7de330e1f76d4,1,1,typo in code
960,1288574,nova,3824051b1e5618388a17c88867a3037397bc96b7,0,0,no bug yet. it will be an issue if too many backup failed
961,1288609,nova,e251535eaa7c6a564eddb9218de177c9bea656bb,1,1,wrong
962,1288645,cinder,df03a9b9b7025a0e13d9387a74c304875dec0918,1,1,keyerror
963,1288661,nova,1284c4d2e471809635a070289ace0049abf38f18,1,1,typo in code
964,1288809,nova,fa2f139e22ed1317f4afe01faaf7ee3943444715,1,1,incorrect allocation
965,1288816,cinder,5119d323650f97f12e12fdb6a2a80e46739629fc,1,0,Adds xiv_chap to xiv/ds8k driver configuration
966,1288915,neutron,13fd601415418407bb2d2f6bafffb470e5879df6,0,0,Improve message
967,1288923,neutron,d5c0a37999f9e3a611a322baacabebc06b13283b,1,1,There is a bug. (Maybe make a feature(
968,1288926,nova,00f5125745dc72afbc9aeade8b780d7a3be49a30,1,1,bug rebooting
969,1288962,cinder,aa4a89eda8941bce22ead9db2dd5f7bc6ca90e04,0,0,No bug. doesn't enforce 32 block-ranges limit
970,1289007,neutron,4559a5f381082dba30bb535b69deeb09135da680,1,1,This leads to erroneous values 
971,1289027,neutron,f64eacfd27220c180f6afc979087b35aa1385550,0,0,improve unit test coverage
972,1289039,neutron,fe2ef9f0dd1f33b61fe11eebf2ae3d577a73ef53,1,0,Bug due to evolution
973,1289066,neutron,fe2ca9a75878a445a54ecfe4a97c79b696abf503,1,1,
974,1289079,nova,adeeabf313a15162c45d4e6ba6cf9596f318f3ed,1,1,There is a bug. Add exception
975,1289100,neutron,5d782b33b772987b472ae5aeb5ec13e1bd30335f,0,0,"For conformity wit Neutron agents, this needs to be added"
976,1289130,neutron,fb9886b903434321e62373cb4c11ba014921e4df,1,1,Fix bad error msg in some cases
977,1289132,neutron,97c0723cfe7ffa1dbc6c278110029df755df8045,1,1,
978,1289134,neutron,84368554d8a13a421297298de40693956af25fcd,1,1,bad formating error
979,1289138,neutron,caf7ecaef75f4d9eba0d85db8917be5a9118792d,1,1,bad call
980,1289164,nova,27b405e46c62e7084ac8db038f4b213a30dc3d23,1,1,No exception handled.. Error raised
981,1289192,neutron,288e3127440158f177beaae1972236def4916251,1,1,Fix certificate file helper functions 
982,1289230,cinder,7f643ca464194067c70d86efdc262daa9d2d3a92,1,1,typo in code
983,1289236,neutron,815dd8c4ea026b4064a853c7ad5bab47afec06b6,0,0,Change the except. Exception very narrow
984,1289256,neutron,f5601393e97baf87daa5b2065cb8783e3fd34214,1,1,Bad usage
985,1289361,nova,527d9e532d1c2692fdd367314d98c37237ecc834,1,1,
986,1289382,cinder,aca0fa8354670d2d7b5ae0a65a539db4cf455995,1,1,Bad log raise exception
987,1289397,nova,a516ae71d57eda013f7cb9428f945dfea08ead3e,1,1,
988,1289627,nova,62cb0dc6257daac5ec9fd1a90ee5721e6543dd76,0,0,Add more infor to the error
989,1289696,cinder,b5f7cf989c6f233fb2b0dd759cc33afb94761ec2,0,0,can cause problems when several requests …
990,1289993,nova,eeaf046c18d08403a0fefd778d4eb8401db0d357,0,0,remove code
991,1290036,nova,100c42ed15be5fc3ca52fb7cba0987e768a18a3f,0,0,typo in commentary and add test
992,1290234,glance,d2a81315316a95dbb6888f778e4f207582c626c3,0,0,do not use xx in python3
993,1290261,nova,b4ef81d6a018a3e6781bbfd5c9a2c73727645cc5,1,1, Missing translation support
994,1290294,nova,b4964eb6a570e290545f95d45411dc8441985cd5,1,1,terrible bug
995,1290317,cinder,7521e6dce39a9ec99d35892780a39bf8049e38db,1,1,message format error
996,1290362,nova,3da0d898f487fbc4ca668e57133a2b3f102f73be,1,0,x86 specific
997,1290403,nova,a41ef0ede2cdace1db4d932e0931509a84ba837e,1,1, erroneous values collected
998,1290478,neutron,665352f169a7d1e7eca590d466241cc313adb7c3,0,0, could cause a timeout 
999,1290486,neutron,8e9f00a19dab98e5cfc7ca32beb9f17ebb5bc1bb,1,1,
1000,1290487,nova,dba898226ec26ab49cecd24e9d6c255cf6153cd1,0,0,potentially causing threading issues
1001,1290503,cinder,bb5228cf79ff5bea543abc321b2dfad9fea5e9a5,1,1,key_error. Add default value
1002,1290540,nova,6a36d367b54538ef6347c948b3e549f21993771a,1,1,"Revert deprecation warning.. Bug, Ithink"
1003,1290549,neutron,31f051a0349a40fe629a7bb5ce0ea683aa28a659,0,0,Refactoring code
1004,1290550,neutron,1dfd65f4cff1133cff45e103083fc3ae3130877b,0,0,tests
1005,1290561,neutron,793224b2668f6522c8197bd3c5e3a7612dc4c9f0,1,1,
1006,1290627,cinder,657b5106c35e2834d75e77e4702b9fd99bde817f,1,1,Fix exception msg
1008,1290975,nova,dd3f7cddd380205c26e5e2b9e2002d773eab9047,0,0,New style
1009,1291007,nova,d19c75c19d2de8b20e82e6de9413ba53671ad7fb,1,1,
1010,1291014,nova,8babd6a99014ccaf51d955769eaec085e037cc76,1,1,Attribute error
1011,1291032,neutron,ea1aa7794585c7cca3118ece282e08cfb760218b,0,0,More pythonic
1012,1291103,neutron,7360e67d32dbd8c98ef59c46bf0c7fff16f48d0c,1,1,broken
1013,1291108,cinder,71853a32111ec9a36f8a2082b41b52519b66be85,0,0,tests
1015,1291144,neutron,3d8ee7eb633e251c3e343239b0e0ee6234df9393,0,0,tests
1017,1291238,nova,878a82bf547464f934b1b49896886e3abd8f6387,0,0,It’s not a bug
1018,1291291,cinder,36b5782dea6d0e627c65c73dbfee39d55dbee318,0,0,it should ignore datastores
1019,1291346,cinder,36b5782dea6d0e627c65c73dbfee39d55dbee318,1,1,There is a bug because they chose a bad critery
1020,1291364,nova,73da55e4ef626283ae58a97c7ad89854ec77daa3,1,1,
1021,1291489,nova,c32986966dfd034c3d706b2e9ab2820a2c3cfc3e,1,1,
1022,1291515,nova,09dd7bf800bcfc18a2a57b9e1ce0c3c24653f5ac,1,1,Bug after a change.
1023,1291535,neutron,b2f65d9d447ddf2caf3b9c754bd00a5148bdf12c,1,1,  Correct OVS VXLAN version check
1024,1291565,nova,6e5f6041a38ddb0b2643dff66d264f3594f1a875,0,0,remove unnecessary querying
1025,1291646,glance,551cad4c7bf7043c8942319fc46e58d851051b2c,0,0,Refactoring code
1026,1291690,neutron,c57f11321220a21af10d884c87ab989dc7dc2e69,1,1,
1027,1291695,neutron,402175a787c2064404eaf7c260a16ea05e9a99a3,1,1, should call eventlet sleep in watchdog 
1028,1291741,nova,7ae506a4b1829fbd8cbecc0a6b267f76230face7,1,1,Bug. Didnt resize
1029,1291804,cinder,1e4d070a5b638de58c87363b18a76171dcd0ce38,1,1,Profile attributes not reflecting. Change the way to do it
1030,1291805,nova,8fa190c0d4ede0acc8ed4a462a5ebb751380143c,1,1,Bug after change to list
1032,1291915,neutron,907bf41afbdb9f565c45a535f637c8928d0be52a,1,1,
1033,1292105,neutron,3445715f98e3aaa967f1661e403e45ad85392909,1,1,Bug after a change.
1034,1292114,neutron,f23d081b26071e1b309f49e5a5ab0cdc1a739e9d,1,1,Mixing cisco plugin when it is working
1035,1292119,cinder,371a58fd1d3fb1c2db7e1234f9c51f22b1b8787e,1,1,performance bug
1036,1292173,neutron,e0f69d69293f0ffba22a6540f483f05baa48cd6f,0,0,Remove list events
1037,1292181,nova,c5e17f4dc2277ed422b060f860443d71a47fc440,1,1,
1038,1292185,nova,c5e17f4dc2277ed422b060f860443d71a47fc440,1,1,
1039,1292243,nova,1d44bc5d7ac4adb1ad8a3aaabf0c27c593ec07e1,0,0,No bug. should delete all neutron ports on error
1040,1292285,nova,8ff06df88b1f979f5a67f9d55fa0e828a6e73d04,1,0,version sql or related to a special db
1041,1292309,nova,e0844f257cd170d01255aa3f8bfd48ff50731f16,0,0,Catch a new exception
1042,1292339,nova,1c0c1eb01d45eb016ba6b2ad63b9e3e652365b34,0,0,a trace log can be ignored. No bug
1043,1292380,cinder,3f67de92cfcfc61ca26156961e1f2d4d2ebded66,1,1,The info of the first exception is lost
1044,1292455,glance,5b0ec5a3be0d92687c552f197f5474d5066a5a5c,1,1,"The info of the first exception is lost, again"
1045,1292494,nova,362e998e89a1f1d9dce3379c4610b205ebeec7c0,1,1,Strange values when updating quota
1046,1292633,nova,d39442007157c3074c199aba64424b2f4b08f461,1,1,
1047,1292644,nova,6fcb34b825b6fe4ae750f6d38d9cf62fa0254a30,0,0, nova.compute.api should return Objects 
1048,1292733,nova,d3acac0f5bffca59441d9a4a12c89db1d45ec4cf,1,1,Ironic bug
1049,1292742,neutron,773352e39f371cda9c2f1be4c55accf4b7dc017b,0,0,It’s a bug related to the tests
1050,1292764,glance,3bbdc70d4e1d0a8c960d7d0a7634f10b4b3163fe,1,1,
1051,1292782,glance,6b8a91940b4fd410098e366689f2753010fc1ec1,1,1,It’s like a typo in msg
1053,1292984,nova,8d2b250105564bc3288bf01881dfdc7f48012708,0,0,remove log msg
1054,1292997,nova,048cd541c7066185b3802bded7b2f009859443c3,1,1,Correct inheritance of nova.volume.cinder.API
1055,1293083,neutron,e13d19cab384a9f5f8a00436ad39118f342af32c,1,1,report interval leading to overload
1056,1293184,neutron,7a2053c7a27bdec02e97b46736c5fcce5f2d053a,1,1,Bug
1057,1293298,nova,4ecc1c52dbe02d5c4211d3936e2eec57dcc22de3,0,0,remove import
1058,1293435,nova,cfdd9441b1545b5d89be6e8bca036ba185099f12,1,1,Fix location
1059,1293508,neutron,13c9f3b813f5bb368e311ba0d428fa759d68289a,1,1,Wrong code 500 instead of 400 and add error msg
1060,1293587,neutron,b5917e35acb6189079f33ebb5562b8d2288dcd4f,0,0,add support for https
1061,1293641,nova,dba898226ec26ab49cecd24e9d6c255cf6153cd1,1,1,deadlock
1062,1293750,nova,8e3dc81837ddb76dff5267ff5fbbd750b20fc31f,1,1,Bug. Object doesnt have attribute
1063,1293792,cinder,4cc2366623743393f89a198581fcb69dc04d31cd,0,0,tests
1064,1293799,neutron,dafe6598c70e74781053acf68a8d5a7cea064a0e,1,1,Bug. Change order
1065,1293818,neutron,d37b6c9ee8ddf2cc90197e5a442ba759eca5a0c0,1,1,Bug using root
1066,1293938,nova,8a50755b9df445a07140f385f1ff32db20bf683b,0,0,Changing in the code for the tests
1067,1294069,nova,1b2570877846598d3545a9c9f31680f2a995491f,1,1,
1068,1294096,neutron,acf0e109f3b01e4918d49305a6d95b3732a10b4e,0,0,some cleanup
1069,1294166,neutron,e10f406a653f3037109e2d7f59bed65bd54300a8,1,1,
1070,1294308,neutron,9014f66fce619af6d72823b3fdb0ecf148582649,1,1,
1071,1294346,nova,3ad414597043979b8d73c17c05e666cff33a9b88,1,1,keyerror
1072,1294368,neutron,7026d96ce44522c95c785376178347d2b0a9d750,1,1,
1073,1294434,neutron,ccfe47d4b9c2abaa25b3b2a2dc655c32beb0b377,0,0,"Implementation, "
1074,1294445,neutron,77ddd463bd2e96041c0b6ecea1c46c4ac4d55851,0,0,I think is implementation of keeping a record of the problems
1075,1294527,neutron,a79aa79b2ae1222bd8776cde10bebeefc6bc8791,0,0, To avoid unnecessary user-visible errors 
1076,1294537,neutron,98fc828801f370c0561f22d97ffdd1055d4e0663,1,1,
1077,1294568,neutron,5d6cb0c62e0245735a9d511d2f871776055ff224,1,1,Bug. Change the name to avoid conflicts
1078,1294598,cinder,bc115eaa477d30826ac17986a6e45844b456e206,1,1,
1079,1294603,neutron,14b6611efea4c9658c611e8cfcfb42fc7dd82f55,1,1,
1080,1294724,cinder,e145ef798d2c80ea48be2826f4c648e72958f5d1,1,1,RPC mechanism was forgoten.
1081,1294812,cinder,bdfc450f59a6b73c1548734e0a5cca5a9e6256ab,0,0,Implement validate_connector in FibreChannelDriver
1082,1294892,neutron,3666dcf76dd8cf7a22743e407343b528331130f7,0,0,add debugs
1083,1295187,neutron,ef7e17e66591bb93eeeff8d58a8e5c96bf2eca89,1,1,typo in code
1084,1295214,neutron,98b3f4a95104234e5106bc1ee58efd427da96c00,0,0,refactor the error message
1085,1295239,cinder,cf18199571b7965a8fe77db3d910b0e798f12946,1,1, Upload volume to image fails
1086,1295381,nova,91ddf85abb8a516cfa2da346b393aa7234660f6c,1,1,Fix the insstance resize bug
1087,1295438,neutron,083324df06828e1b8fb97220b7415c2a28ee16c4,0,0,"Refactoring the code, no bug"
1088,1295448,neutron,913f45bc16dd2c35f7be772d5867f9208064498a,0,0,tests
1089,1295491,neutron,af0c9ea3b8e8f5cc4fd523ff336887ae94bb6ef0,0,0,add more info to the error msg
1090,1295558,nova,2318f9ba64b4c793eb913330b862d608d86c03b2,0,0,Future bug
1091,1295703,neutron,252a83890abfb825497f308147aeafc6ee1e0731,1,1,There is a bug. They decided to delete the priority
1092,1295754,neutron,f45c1c52423dcbb2ea7690d56b3edc232d16636e,1,1,"Bug , cannot delete"
1093,1295790,neutron,66f22e754785638e059c0eba4f48bb5953386838,0,0,"rename a variable, evolution"
1094,1295802,neutron,3d2f3cbde7bb99ed1371bca835a8e63ddc6323d9,0,0,No bug. Allow to add prefix to
1095,1295887,neutron,9730c185847e1cc3fe0ced10f98a14a112e23a07,0,0,test
1096,1295906,cinder,7320422e5a496350906dcd2a1cd5487088cf63e5,1,1,There's a problem in the attach volume logic 
1097,1296164,nova,46d8dcfa5807ef84d6b96b056957a1b9aa0daff7,0,0, Missing implementation
1098,1296478,nova,a5405fa3532d9dd3d33e848f36cc6530e74e6bb7,1,1,
1099,1296519,nova,e686131fc4b8724328f0922067569120c90eb261,0,0,implementation: should handle 
1100,1296590,nova,501ceec8b96ba70df4bce0f5aff33a2bb1aabbac,1,1,I think is a bug. They left a snapshot in a state that shouldnt be
1101,1296662,nova,f0817d3ac11f98c3d518303a50711a6a9c677851,1,0,"Bug because evolution, wrong exception applied"
1102,1296839,nova,115ed3e1cf2cf63bba3a37e61f2a34a186b9f3ad,1,1,"Attemp to resize, when it doesnt have to"
1103,1296913,nova,2bca0c9011d9868aff3e80f4f6f432d29f07adf6,0,0,Evolution. Add implementation
1104,1296940,nova,32d948124adeb4615ba141164a1c191eed11598d,1,1,"Bug!  Missing exception handling. I think this is not en evolutionary error.. in my opinion, the original author did not consider that a variable could be empty (0722a8fb230697026c54086fd81ae82690530cb7)"
1105,1296957,neutron,5c6ff449bbd7386f0f3e41efc524024434f325df,1,1,
1106,1297052,nova,d62fb490b10d9372bd52189d4c688a7c1b495d8b,1,1,wrong behaviour
1107,1297145,neutron,f85f240cabb0a7cc1adb3fa1c3139984e8e30d4c,1,0,"deprecated, no BIC"
1108,1297358,glance,8eb31484547b3cfc6c42e06e5d0124501b6339ef,0,0,Change in requirements
1109,1297362,glance,853b5c9b24a169ec609253637adf093862db35b6,1,1,wrong behaviour in http codes
1110,1297594,neutron,14b6611efea4c9658c611e8cfcfb42fc7dd82f55,1,1,Fixing commit introduces a bug
1111,1297685,nova,8f299f5545e19b36533742458de43649d41080ed,1,1,Problem introduced by commit 114109dbf4094ae6b6333d41c84bebf6f85c4e48
1112,1297875,neutron,c6c4a20777921dc1b21e80edb96ccd957a054c68,0,0,tests
1113,1298042,cinder,31569827c749dca6e0affd4646360b839f321758,1,1,Bug. Wrong state
1114,1298131,nova,af44b50b6b8187c559c56b9d3f7dc047fc5be407,1,1,Wrong hhtp code
1115,1298201,cinder,24eb8234ff4b907b8c88f26fb0c427cb7a452140,1,1,Bug. Add a exception
1116,1298420,nova,04fa99095cd82f7b6030694996c75d2fd95e7c61,1,1,
1117,1298459,neutron,d3be7b040eaa61a4d0ac617026cf5c9132d3831e,0,0,add missing migrations
1118,1298608,cinder,57e8cdb9dd8e24919bc2243438a6bded53491b3e,1,0,"Bug , HP LeftHand driver fails with Paramiko 1.13.0"
1119,1298658,neutron,80eb1faf1b9466176a0fbf1f8a8b18cb500c6811,1,1,
1120,1298699,neutron,979ec03f0be170b7b83fb8c9b6d76c678d8fca66,1,1,Wrong order of lines :/
1121,1298865,neutron,25103df197c1f366eac8dd3069fabc01d3bd18e9,1,1,Wrong order of actions
1122,1298975,nova,642e6acc5bf469dcf419da3bc5dce9d83aa48d6a,0,0,tests and some refactoring 
1123,1298981,nova,ddd92b229daa31f6d8f6683986e135ebd36829c5,0,0,Add an option. Evolution
1124,1299124,cinder,601d54c9ef926fa2d8abfe0121019f7ad94eefd5,1,1,Windows dependency?
1125,1299131,cinder,23e820abb8685573f97f5e3764225a97dd695127,1,1,Windows dependency?
1126,1299145,neutron,408ef55d4ef1a9d246571511203ab337ba5346c6,1,1, Documentation Bug
1127,1299150,cinder,1f6972f3fdfb87b09c03f3c2c7ab1870d90e0dc2,1,1,Windows dependency?
1128,1299156,neutron,6d49834976bc08d2b8f7939bc2a217f5cc81db47,1,0,Bug because of evolution
1129,1299159,neutron,f56972193be903c67cd54c57bcc2becf6222aced,1,1,Fix the rules and add new ones
1130,1299331,nova,a868fcedf8e46070cae6aa8e59e61934fa23db1c,1,1,
1131,1299946,neutron,d9eea51187ddd9b951e9943030724489f1c21a26,1,1,"""Added the missing plugin session.”"
1132,1300136,cinder,115b8447618073d3383bbd612ebd2fc68c8c5d28,1,1,"""Fix wrong exception reference”"
1133,1300148,cinder,77b6a9f129977799bc5c6ccec6caaf707fa3047c,1,1,
1134,1300303,cinder,5f00cad02da1093d71f636add0810a538cbd444f,1,1,
1135,1300325,nova,721e7f939859fbfe6b0c79ef3a6d5e43c916da65,1,1,broken by version 46922068ac167f492dd303efb359d0c649d69118. “I was able to reproduce this. Good find! My fault :)”
1136,1300380,nova,72cd430e971589f7872a9d4e8f173c68b4955375,1,1,
1137,1300546,glance,819f28a0b8863bd18f8a14491b5966c8b2723432,0,0,
1138,1300570,neutron,8fb023ed53aff31f37ebebb94aca4f8e2a188342,1,1,"""This problem is brought by the patch:  https://review.openstack.org/#/c/72565/"""
1139,1300628,neutron,c70c2719d700902854ef0381cb725722ac2da05e,0,0,Refactoring “This needs to be removed because it's resulting in the entire portbinding_db schema for one small function.”
1140,1300808,neutron,d4fdac7ae596888b8e83d9559019eafb728cd3fe,1,1,"“This is due to bug #1291535 and this fix: https://git.openstack.org/cgit/openstack/neutron/commit/?id=b2f65d9d447ddf2caf3b9c754bd00a5148bdf12c"""
1141,1300906,cinder,e6c03e15e8caa957716eabfee047240622ac3bf5,1,0,"""Windows does not support using dynamic vhds as iSCSI”"
1142,1301035,neutron,3be1d7a75c5ec754825e99e0a8d95b4e1521ae4b,1,1,
1143,1301042,neutron,8ab6fd6d7e521a3692f57542e5c5c5d513d57ccc,1,1,
1144,1301101,neutron,f86d244e45310dbef7f22c6f320fac6897fdce1f,0,0,Bug in test
1145,1301105,neutron,9df867c672bfb3f80511086c889b744113c56604,1,1,
1146,1301172,cinder,d75a90ec1daff1444f20f6b68255890391bdb4e5,1,0,"“Keys like display_name and display_description were deprecated for other actions in v2 like creating volumes, so for consistency they should work with updating.”"
1147,1301337,neutron,58f33fd3ef7b66bb570ef757b9f70a023e0c8c59,0,0,Bug in test
1148,1301340,nova,878f767b9e1cdc2b57858c41d973dd087f37bbaa,0,0,"feature “We should create helper to remove this duplicate code and help to implement new filters based on aggregates"""
1149,1301348,cinder,4be8913520f5e9fe4109ade101da9509e4a83360,1,1,
1150,1301363,neutron,83a11d406eb421285a7fffd3ce853394211ac397,0,0,Feature “It makes sense to refactor the functional tests to provide a base class which all these classes can inherit from”
1151,1301384,nova,5d39189df6ecb559c3f8b7e2fa3beff25da9f452,1,1,Bug in logs
1152,1301396,neutron,73705174c9cdd847501e36385ffb942c17c8ef61,1,1,
1153,1301432,neutron,2da351af7d2a10a3055020d572d357c56ba2689b,1,1,
1154,1301515,nova,93f29574c416aebcd1bd7527d3007664aa073766,0,0,"refactoring “Reduce logging in scheduler"""
1155,1301602,nova,570a84e92c88b1c7d9fd48d107bc3fad75e32efe,0,0,Bug in test
1156,1301696,nova,0b2cf281be48e76a80e2fc73f00529f22e8d9126,1,1,
1158,1301982,nova,1680cf8cef9bd670306a0ef74803409f60f21f28,1,1,
1159,1302007,neutron,ceee7b4ac9d027499dfd2568868f1192bfb77879,1,1,
1160,1302091,neutron,c49ec8b3ba10bb414a0f135d29ff3685e26d58b3,0,0,Bug in test
1161,1302211,nova,2634616e3d94b57600090f3262c96e2233a521f8,0,0,Bug in test
1162,1302238,nova,18917d9e0d6fe250cc3b4f7301d37a6c5f5faffb,1,0,"""After https://blueprints.launchpad.net/nova/+spec/instance-group-api-extension,"""
1163,1302272,neutron,0c202ab3e453e38c09f04978e4fce30d6ee6350c,1,1,
1164,1302282,neutron,5f042a64308cb00698b454da09b4a87f2ac3fafd,0,0,Bug in test
1165,1302283,neutron,0f2de5a3353c6951a88542f35be80b9ba9a55c0f,1,1,
1166,1302312,neutron,4e9d4824050eedfd1495469a69e28864b6fec757,1,1,
1167,1302334,nova,b5280671768bdf861d9f72f014a83bb07af09ab6,1,1,“Change I140bfec2a52bf659a725a7dbe78ba5c527ed26de converted the_post_live_migration() call to assume it was passed an object”
1168,1302463,neutron,49502246ef319cf8981b8a867ce2a3b6a163fc9c,0,0,"Feature, “LinuxBridgeManager is adding a new method for checking”"
1169,1302482,nova,529e7d14a716fcc1264b2e8053be3c842afd2153,1,1,
1170,1302514,cinder,bc115eaa477d30826ac17986a6e45844b456e206,1,1,
1171,1302609,cinder,eacab523be3d8f2f97809c785dba98e5e2e75c7b,1,1,
1172,1302621,cinder,0756cf8ec3f2c73b4141b4b6dc597e82e47de669,1,1,
1173,1302661,glance,164d1ab46f06141e2c12b944e15ae10f20dace38,1,1,“Backwards compatibility? (5fa3d2ef956aa463caf45405a911ef5733085058)
1174,1302670,cinder,0edfa2eaab08a0756bf3ec7818cdc9a8a379ba87,0,0,Bug in test
1175,1303179,neutron,acae91475775a8c85598b1bfdc4910e5fe81ced9,1,1,
1176,1303312,neutron,7f9c6259923747f0629166dc85561b0ab231ff70,0,0,"feature ""Allow combined certificate/key files for SSL”"
1177,1303360,nova,a2059b67b207d908b1c65c78dd806b1f5e79582d,1,1,
1178,1303536,nova,60c899b9da8d64b4a5979b69c43c77ed9d5bf248,1,1,
1179,1303591,nova,86d1007c2078a0ad80e49088b37660466b1a5cb3,1,1,
1180,1303605,neutron,b12e38327af83f44cc8e38a23d16bb51a2346f57,0,0,Bug in test
1181,1303890,neutron,9a830b370551019a4bd3a0c7504f48961e755bd4,1,1,
1182,1303983,nova,7b8402ed3ba734836119441bdf1a6d6c661c8df2,0,0, Feature “Enable ServerGroup scheduler filters by default”
1183,1304115,cinder,0c4a94eac94399a524ff758fa7046e98b07951ae,1,1,
1184,1304127,neutron,4cb3eb2a98246f28f8016cfe32946d365203fbae,1,1,"""https://review.openstack.org/#/c/69465/"""
1185,1304181,neutron,0e44b7b5418c400af7358a5391f350f2f737929e,1,1,“Git commit c3706fa2 introduced the force_gateway_on_subnet”
1186,1304184,nova,2bc0877d3cbe5e6ed9bad0907f61011014b75a2d,1,1,
1187,1304326,neutron,de403598f608172b1cf41ca4ec0d880642e215d5,1,1,
1188,1304516,cinder,131777688562b1ec020327067d89da1535b99640,1,1,
1189,1304558,neutron,77a58ecd0a65b688d9645a3c11a6dfb87e180449,0,0,"Refactoring “This should be removed once the root cause of the patching issue is found.
“"
1190,1304647,neutron,d90d71cfdae1d9c9c3b54cc33adfabce683c633c,1,1,
1191,1304721,nova,3012eab2f7e70796ddc06d211dbc76bcf62c3736,1,1,
1192,1304724,nova,275a165cf0e74112d7ec9addacb1f84d703977c8,1,1,
1193,1304755,swift,41d851387cec122f4795d447458fd81e48e256b0,1,1,
1194,1304790,nova,98f5496cc2b236f54848eb069ea1bc8c25f43b13,1,1,
1195,1304917,nova,5aa4331cc8d9c0e4615f9859395a9ae8c6d40f09,0,0,Bug in test
1196,1304968,nova,53ad788af6ced83bd9d6e58a25196a325d60fc4e,1,1,
1197,1305083,neutron,b31d28415a6e5b7224d53eb674e4f76e8de738ac,0,0,"Refactoring “The dhcp agent never uses the reuse_existing flag, which is set to true by default.”"
1198,1305197,cinder,d09d12ab2ba72a9e7fe42852a7cf837231053590,1,1,
1199,1305377,neutron,dda6c89202b015628f74101839301424001a6c63,1,1,
1200,1305399,nova,8831f3d0e2e2a81a6b406cc9c8bf89bc15989065,1,1,
1201,1305423,nova,f087a6f77ef1338bb8d10943d2a18712220c3c44,1,1,
1202,1305656,neutron,1e0ea5217a93fadb915c3dcdf4c260738bed70ac,0,0,Bug in test
1203,1305957,neutron,f5d33051b6d9b0dd0fe08692758748ed34d50136,1,0,“This change https://review.openstack.org/#/c/69803/3 added new quota resources.”
1204,1306009,nova,79ab96e34ba5b8dd3e4e542dd3a7f65624b13367,1,1,
1205,1306032,cinder,9026db874634a78b8cdd3abb45a75a37f6ededfe,1,0,"""When creating a volume from a snapshot on Windows”"
1206,1306479,nova,0da4d72ae6aae012f2c65c928bbab013043d09a1,1,1,
1207,1306488,neutron,22bec67395b52a879ad4eb37b150eead9d4bb444,1,1,
1208,1306591,swift,07841b42828dc133ba258cf7c7f09d6f8906a96f,1,1,
1209,1306718,nova,b3225581befe14f21b909e176d0a4583b297e031,1,1,
1210,1306727,nova,aee892e7af2dbe5a600945f98be8f1915e8ac654,1,1,
1211,1306922,nova,4f8185549dfe11eb1ce405711593baa1528045ea,1,1,
1212,1307025,neutron,e7ca2541b13d9e755f443b866708865ac22a8bd1,0,0,Bug in test
1213,1307038,neutron,e7ca2541b13d9e755f443b866708865ac22a8bd1,0,0,Bug in test
1214,1307088,nova,de05c2994212e83eba3cedf2544cdc549d9f8184,1,1,
1215,1307295,neutron,b3e52b6b2462cf80dbdb5fa4785e51b0d147316e,1,1,
1216,1307338,nova,6cd183a4bac7ae79bca380c960686ea33892f066,1,1,
1217,1307408,nova,aadfffaaa69c6a8939f6c88cfbaeb026c7604163,1,1,
1218,1307416,nova,c58f2393b1c88268179205e349a2638f481bd492,1,1,
1219,1307472,neutron,53e784d27eafe848593467d4d598305f34030848,0,0,"Obsolete code “Remove workaround for bug #1219530"""
1220,1307560,cinder,0814bff9366974d77d42d03fa11f60fbe469a8c7,1,0,"“LoopingCall has been renamed to FixedIntervalLoopingCall in https://review.openstack.org/#/c/26345/"""
1221,1307582,nova,3a915546507e9a5617ada90546342a9239735ff8,1,1,""" This reverts commit 79ab96e34ba5b8dd3e4e542dd3a7f65624b13367.”"
